No,温泉名,施設名,施設ID,画像1,画像2,画像3,ジャンル,カテゴリー1,カテゴリー2,カテゴリー3,カテゴリー4,カテゴリー5,カテゴリー6,カテゴリー7,口コミ点数,口コミ件数,説明テキスト,住所,緯度,経度,営業期間,滞在時間（分）,優先表示フラグ,スポット番号,次の場所までの移動時間
131,,こんにゃくパーク,F0123,,,,観光施設,ネット予約OK,王道,,,,,,4.1,853,日本の伝統食材『こんにゃく』を100年後も食べられる日本であるように、こんにゃくの美味しさと文化を多くの方にお伝えする施設です。 入場・工場見学・試食バイキング、これら全てが無料でお楽しみいただけます。こんにゃくについて少しでも知っていただきたいという思いから、こんにゃくパークを運営しています。 工場見学で製造工程を見た後は、試食バイキングで料理の味見をしましょう。ご自宅での再現が出来るよう簡単レシピも配布しています。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒370-2202  群馬県甘楽郡甘楽町大字小幡204-1,36.2435853,138.9199526,"営業時間：全日 9:00～18:00（最終受付17:30）
その他：バイキング利用は17:30までにご入場ください。",240,1,,
132,,前橋るなぱあく（前橋市中央児童遊園）,F0124,,,,観光施設,王道,,,,,,,4.4,422,１９５４年11月に開園した歴史ある中央児童遊園地。子供を持つパパ達も子供の時に遊んだことがあるはず。もくば館は今も昔のまま。そんなノスタルジーあふれる園内は小さな子供たちの笑顔でいっぱい。飛行塔や豆機関車、メリーゴーランド等の遊具がある。近くには大きな噴水や滝等を楽しめる前橋公園がある。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒371-0026  群馬県前橋市大手町3-16-3,36.3952957,139.0630891,"営業：3～10月 9：30-17：00/11～2月 9：30-16：00
定休日：火（学校の長期休暇期間は火曜も営業）
休業：定休日が祝日の場合は翌日休、12/29～1/1",180,1,,
133,,草津白根山,F0125,,,,観光施設,王道,,,,,,,4.1,575,草津白根山は国道をはさんで、白根山と本白根山に分かれている。白根山は異界を思わせる荒涼とした雰囲気の中に美しい火口湖をもつスポット。一方、本白根山周辺は整備されたハイキングコースが豊富にあり、リンドウ・コマクサ・シャクナゲなどの高山植物との出会いがハイカーの目を楽しませてくれる。 高山植物に囲まれて湯釜までトレッキング ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒377-1711  群馬県吾妻郡草津町草津,36.62,138.535,"営業：入山時間日の出～日没
休業：11月下旬～翌4月中旬、入山期間中は入山自由",45,1,,
134,,尾瀬ケ原,F0126,,,,観光施設,王道,,,,,,,4.4,220,"わが国最大級の高層湿原地帯。水芭蕉で有名だが湿原に生息する動植物の種類が多く貴重な環境。春夏秋共に良い。
【規模】標高：1400 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒378-0411  群馬県利根郡片品村大字戸倉,36.9341463,139.2303142,取得失敗,30,1,,
135,,碓氷第三橋梁（めがね橋）,F0127,,,,観光施設,王道,,,,,,,4.2,390,"明治25年（1892年）完成。芸術と技術が融合した美しいレンガのアーチ橋です。
この形を採用したのは日本ではめがね橋が最初で、高さ31m 長さ91m と我が国最大のものです。使用されたレンガは200万個を超えます。この4連の雄大なアーチ橋は通称「めがね橋」として、多くの人に親しまれています。
橋梁は、第2橋梁から第6橋梁までの5基が残っており、すべてが煉瓦造りで、国重要文化財に指定されています。
見学 めがね橋やアプトの道は終日開放されていますが、アプトの道トンネル内照明点灯時間は7:00～18:00までです
見学 めがね橋のすぐ後ろに、橋の上まで登る道があります
文化財 国指定重要文化財  
建築年代１ 明治中期（１８９２） ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒379-0307  群馬県安中市松井田町坂本,36.3580585,138.6982782,"その他：見学 めがね橋やアプトの道は終日開放されていますが、アプトの道トンネル内照明点灯時間は7:00～18:00までです
見学 めがね橋のすぐ後ろに、橋の上まで登る道があります",45,1,,
136,,富岡製糸場,F0128,,,,観光施設,王道,,,,,,,3.8,935,明治５年１０月、わが国最初の官営模範製糸工場として、明治政府の依頼でフランス人ブリュナが指導し、建てられた。木骨と赤レンガ造りの建造物群は現在もほとんど当時のままの姿で保存されており、日本の近代産業発祥の地として貴重な建築物。また、工場敷地内にブリュナが、館として使用したといわれる「ブリュナ館」もある。平成２６年度の世界遺産登録を目指して、平成２５年１月にユネスコへ推薦書が提出されました。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒370-2316  群馬県富岡市富岡1-1,36.2551925,138.8875796,"開館：9:00～17:00 　受付は16時30分まで
休館：12月29日～12月31日 点検・整備等の臨時休場あり
その他：解説員による定時ガイドあり。20名以上の団体は要予約。",240,1,,
137,四万温泉,四万川ダム,F0129,,,,観光施設,王道,,,,,,,4.1,499,１９９９年完成の洪水調節や発電等のためのダム。四万温泉の一番奥まったところにある。周囲に１時間ほどの散歩コースが整備され、湖水と新緑・紅葉のコントラストを楽しむことができる。ほとりには、豊富な湯量が自慢の日帰り入浴施設「こしきの湯」も作られ、新しい観光スポットとして注目されている。 水と緑の散歩コース時間帯で湖水の色が変化 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒377-0601  群馬県吾妻郡中之条町大字四万字木ノ根宿4400-28,36.6966317,138.781566,取得失敗,180,1,,
138,,水澤観音,F0130,,,,観光施設,王道,,,,,,,4.1,606,坂東三十三番札所中、第十六番水澤観世音は１３００有余年の昔、推古天皇、持統天皇の勅願により、高麗の高僧恵灌僧上の開基にして、国司高光中将公の創建。境内の中心にある本堂は、本尊千手観世音菩薩を安置。また六角二重塔は地蔵堂、六角堂とも呼ばれ、六地蔵尊を安置し元禄時代に建立された重要文化財。 坂東十六番札所五徳山水澤観世音で有名 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒377-0103  群馬県北群馬郡伊香保町水沢214,36.4793862,138.9452307,"営業：参拝自由、納経受付8時～17時、釈迦堂参拝9時～16時
その他：年中無休",30,1,,
139,,果実の里 原田農園,F0131,,,,観光施設,ネット予約OK,王道,,,,,,3.5,525,"関越道沼田インターから川場村方面へ向かってすぐの場所に、大きな建物が見えてくる。フルーツ狩りのできる観光農園の機能のほか、館内は広いお土産処や食事処を備えた一大施設。建物の裏手に広がる果樹園でフルーツ狩りを思う存分楽しもう。りんごのシーズン中は、りんごジュースの試飲サービスもある。 大地の恵みを新鮮なまま味覚狩りとお土産で 原田農園は通年果樹の収穫体験を楽しむことができるナチュラルリゾート。
いちご、さくらんぼ、ブルーベリー、桃、りんご、ぶどう、その他野菜にきのこ。
お食事会場も併設しており、バーベキューは家族に大人気。
自家製工房にてオリジナル商品も製造販売しており、特に「はらだのくーへん」は必見！ぜひご来園下さい。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒378-0002  群馬県沼田市横塚町1294,36.6603039,139.0776026,"営業：8時30分～17時（季節により変更あり）
その他：年中無休",240,1,,
140,水上温泉,マックスアウトドアツアーズ水上,F0132,,,,観光施設,ネット予約OK,王道,子連れ,カップル,友達,シニア,,4.8,"1,112","国内有数のラフティングスポット、群馬県みなかみ（水上）町の利根川でラフティングツアーを開催。美しい渓谷美を楽しみながら、様ーな川遊びを交え楽しいラフティングを満喫できます。
また人気沸騰中のキャニオニングツアーも初心者から参加できます。

マックスでは「アウトドアを通じてより多くの人ーに自然と親しむことの素晴らしさや楽しさを知ってもらう」を目的に平成10年群馬県水上町に設立し、現在利根川でのラフティングツアーや各種アウトドア教室の運営、世界各地のエコツアー企画などを主業務としてきました。充実した装備と施設でお客様を迎え、親切で丁寧な接客を心がけ、参加者が楽しい休日をお過ごしいただけるように努めています。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒379-1727  群馬県利根郡みなかみ町大穴54-2,36.7922889,138.9840563,"営業時間：8:00-20：00
定休日：期間中無し",180,1,,
